casa,fora,gols_casa,gols_fora,resultado
Austria,Slovenia,75.0,88.0,fora
Bulgaria,Bosnia and Herzegovina,74.0,82.0,fora
Curaçao,Bolivia,74.0,68.0,casa
Finland,North Macedonia,81.0,71.0,casa
France,Colombia,88.0,79.0,casa
Germany,Spain,92.0,90.0,casa
Greece,Switzerland,82.0,84.0,fora
Italy,Argentina,89.0,83.0,casa
Japan,Mali,72.0,74.0,fora
Mexico,Iceland,79.0,67.0,casa
Netherlands,England,81.0,82.0,fora
Norway,Australia,82.0,77.0,casa
Peru,Croatia,74.0,85.0,fora
Poland,Nigeria,82.0,81.0,casa
Portugal,Egypt,83.0,73.0,casa
Russia,Brazil,79.0,83.0,fora
Scotland,Costa Rica,74.0,85.0,fora
Serbia,Morocco,74.0,71.0,casa
Tunisia,IR Iran,63.0,71.0,fora
Turkey,Republic of Ireland,79.0,75.0,casa
Ukraine,Saudi Arabia,79.0,73.0,casa
Uruguay,Czech Republic,82.0,86.0,fora
Canada,New Zealand,68.0,68.0,empate
Comoros,Kenya,70.0,67.0,casa
Georgia,Lithuania,73.0,76.0,fora
Israel,Romania,65.0,77.0,fora
Northern Ireland,Korea Republic,70.0,74.0,fora
Sweden,Chile,75.0,82.0,fora
Albania,Norway,78.0,82.0,fora
China PR,Czech Republic,74.0,86.0,fora
Curaçao,Bolivia,74.0,68.0,casa
Portugal,Netherlands,83.0,81.0,casa
Wales,Uruguay,74.0,82.0,fora
Algeria,IR Iran,69.0,71.0,fora
Australia,Colombia,77.0,79.0,fora
Belgium,Saudi Arabia,89.0,73.0,casa
Bosnia and Herzegovina,Senegal,82.0,73.0,casa
Denmark,Chile,83.0,82.0,casa
England,Italy,82.0,89.0,fora
Germany,Brazil,92.0,83.0,casa
Greece,Egypt,82.0,73.0,casa
Hungary,Scotland,76.0,74.0,casa
Kosovo,Burkina Faso,72.0,66.0,casa
Luxembourg,Austria,67.0,75.0,fora
Mexico,Croatia,79.0,85.0,fora
Montenegro,Turkey,65.0,79.0,fora
Peru,Iceland,74.0,67.0,casa
Poland,Korea Republic,82.0,74.0,casa
Romania,Sweden,77.0,75.0,casa
Russia,France,79.0,88.0,fora
Serbia,Nigeria,74.0,81.0,fora
Slovenia,Belarus,88.0,71.0,casa
Spain,Argentina,90.0,83.0,casa
Tunisia,Costa Rica,63.0,85.0,fora
Ukraine,Japan,79.0,72.0,casa
USA,Paraguay,78.0,73.0,casa
Algeria,Saudi Arabia,69.0,73.0,fora
Saudi Arabia,Greece,73.0,82.0,fora
Cameroon,Burkina Faso,80.0,66.0,casa
USA,Bolivia,78.0,68.0,casa
Nigeria,Congo DR,81.0,68.0,casa
Kenya,Equatorial Guinea,67.0,67.0,empate
Portugal,Tunisia,83.0,63.0,casa
Italy,Saudi Arabia,89.0,73.0,casa
France,Republic of Ireland,88.0,75.0,casa
Mexico,Wales,79.0,74.0,casa
Turkey,IR Iran,79.0,71.0,casa
Bosnia and Herzegovina,Montenegro,82.0,65.0,casa
Argentina,Haiti,83.0,66.0,casa
Albania,Kosovo,78.0,72.0,casa
Peru,Scotland,74.0,74.0,empate
Japan,Ghana,72.0,69.0,casa
Austria,Russia,75.0,79.0,fora
Ukraine,Morocco,79.0,71.0,casa
Romania,Chile,77.0,82.0,fora
Luxembourg,Senegal,67.0,73.0,fora
Slovakia,Netherlands,71.0,81.0,fora
France,Italy,88.0,89.0,fora
Turkey,Tunisia,79.0,63.0,casa
Korea Republic,Bosnia and Herzegovina,74.0,82.0,fora
Czech Republic,Australia,86.0,77.0,casa
Algeria,Cabo Verde,69.0,63.0,casa
Colombia,Egypt,79.0,73.0,casa
England,Nigeria,82.0,81.0,casa
Montenegro,Slovenia,65.0,88.0,fora
Mexico,Scotland,79.0,74.0,casa
Sweden,Denmark,75.0,83.0,fora
Republic of Ireland,USA,75.0,78.0,fora
Belgium,Portugal,89.0,83.0,casa
Austria,Germany,75.0,92.0,fora
Iceland,Norway,67.0,82.0,fora
Kenya,New Zealand,67.0,68.0,fora
Albania,Ukraine,78.0,79.0,fora
Saudi Arabia,Peru,73.0,74.0,fora
Spain,Switzerland,90.0,84.0,casa
Croatia,Brazil,85.0,83.0,casa
Costa Rica,Northern Ireland,85.0,70.0,casa
Italy,Netherlands,89.0,81.0,casa
Serbia,Chile,74.0,82.0,fora
Slovakia,Morocco,71.0,71.0,empate
India,Kenya,64.0,67.0,fora
Russia,Turkey,79.0,79.0,empate
Romania,Finland,77.0,81.0,fora
Luxembourg,Georgia,67.0,73.0,fora
Lithuania,Latvia,76.0,71.0,casa
Czech Republic,Nigeria,86.0,81.0,casa
Belgium,Egypt,89.0,73.0,casa
Belarus,Hungary,71.0,76.0,fora
England,Costa Rica,82.0,85.0,fora
Portugal,Algeria,83.0,69.0,casa
Korea Republic,Bolivia,74.0,68.0,casa
Iceland,Ghana,67.0,69.0,fora
India,New Zealand,64.0,68.0,fora
Germany,Saudi Arabia,92.0,73.0,casa
Croatia,Senegal,85.0,73.0,casa
Switzerland,Japan,84.0,72.0,casa
Lithuania,IR Iran,76.0,71.0,casa
Poland,Chile,82.0,82.0,empate
Serbia,Bolivia,74.0,68.0,casa
Denmark,Mexico,83.0,79.0,casa
Sweden,Peru,75.0,74.0,casa
Hungary,Australia,76.0,77.0,fora
Finland,Belarus,81.0,71.0,casa
Tunisia,Spain,63.0,90.0,fora
France,USA,88.0,78.0,casa
Austria,Brazil,75.0,83.0,fora
India,Kenya,64.0,67.0,fora
Korea Republic,Senegal,74.0,73.0,casa
Belgium,Costa Rica,89.0,85.0,casa
Japan,Paraguay,72.0,73.0,fora
Poland,Lithuania,82.0,76.0,casa
Russia,Saudi Arabia,79.0,73.0,casa
Egypt,Uruguay,73.0,82.0,fora
Morocco,IR Iran,71.0,71.0,empate
Portugal,Spain,83.0,90.0,fora
France,Australia,88.0,77.0,casa
Argentina,Iceland,83.0,67.0,casa
Peru,Denmark,74.0,83.0,fora
Croatia,Nigeria,85.0,81.0,casa
Costa Rica,Serbia,85.0,74.0,casa
Germany,Mexico,92.0,79.0,casa
Brazil,Switzerland,83.0,84.0,fora
Sweden,Korea Republic,75.0,74.0,casa
Tunisia,England,63.0,82.0,fora
Colombia,Japan,79.0,72.0,casa
Poland,Senegal,82.0,73.0,casa
Russia,Egypt,79.0,73.0,casa
Portugal,Morocco,83.0,71.0,casa
Uruguay,Saudi Arabia,82.0,73.0,casa
IR Iran,Spain,71.0,90.0,fora
Denmark,Australia,83.0,77.0,casa
France,Peru,88.0,74.0,casa
Argentina,Croatia,83.0,85.0,fora
Brazil,Costa Rica,83.0,85.0,fora
Nigeria,Iceland,81.0,67.0,casa
Serbia,Switzerland,74.0,84.0,fora
Belgium,Tunisia,89.0,63.0,casa
Korea Republic,Mexico,74.0,79.0,fora
Germany,Sweden,92.0,75.0,casa
Japan,Senegal,72.0,73.0,fora
Poland,Colombia,82.0,79.0,casa
Russia,Uruguay,79.0,82.0,fora
Saudi Arabia,Egypt,73.0,73.0,empate
Spain,Morocco,90.0,71.0,casa
IR Iran,Portugal,71.0,83.0,fora
Australia,Peru,77.0,74.0,casa
Denmark,France,83.0,88.0,fora
Nigeria,Argentina,81.0,83.0,fora
Iceland,Croatia,67.0,85.0,fora
Korea Republic,Germany,74.0,92.0,fora
Mexico,Sweden,79.0,75.0,casa
Serbia,Brazil,74.0,83.0,fora
Switzerland,Costa Rica,84.0,85.0,fora
Japan,Poland,72.0,82.0,fora
Senegal,Colombia,73.0,79.0,fora
England,Belgium,82.0,89.0,fora
France,Argentina,88.0,83.0,casa
Uruguay,Portugal,82.0,83.0,fora
Russia,Spain,79.0,90.0,fora
Croatia,Denmark,85.0,83.0,casa
Brazil,Mexico,83.0,79.0,casa
Belgium,Japan,89.0,72.0,casa
Sweden,Switzerland,75.0,84.0,fora
Colombia,England,79.0,82.0,fora
Uruguay,France,82.0,88.0,fora
Brazil,Belgium,83.0,89.0,fora
Sweden,England,75.0,82.0,fora
Russia,Croatia,79.0,85.0,fora
France,Belgium,88.0,89.0,fora
Croatia,England,85.0,82.0,casa
Belgium,England,89.0,82.0,casa
France,Croatia,88.0,85.0,casa
Slovakia,Denmark,77.0,84.0,fora
Germany,France,90.0,88.0,casa
Czech Republic,Ukraine,82.0,78.0,casa
Wales,Republic of Ireland,75.0,75.0,empate
Slovenia,Bulgaria,90.0,74.0,casa
Austria,Sweden,75.0,75.0,empate
Netherlands,Peru,81.0,73.0,casa
Portugal,Croatia,84.0,83.0,casa
Italy,Poland,88.0,84.0,casa
Turkey,Russia,78.0,80.0,fora
Albania,Israel,80.0,65.0,casa
Lithuania,Serbia,63.0,79.0,fora
Romania,Montenegro,78.0,69.0,casa
Argentina,Guatemala,81.0,69.0,casa
Ecuador,Jamaica,74.0,75.0,fora
Korea Republic,Costa Rica,74.0,87.0,fora
Mexico,Uruguay,77.0,81.0,fora
Scotland,Belgium,74.0,90.0,fora
USA,Brazil,75.0,86.0,fora
Venezuela,Colombia,73.0,78.0,fora
Switzerland,Iceland,82.0,69.0,casa
England,Spain,83.0,91.0,fora
Northern Ireland,Bosnia and Herzegovina,70.0,79.0,fora
Finland,Hungary,84.0,79.0,casa
Estonia,Greece,62.0,79.0,fora
Gambia,Algeria,61.0,67.0,fora
France,Netherlands,88.0,81.0,casa
Ukraine,Slovakia,78.0,77.0,casa
Denmark,Wales,84.0,75.0,casa
Bulgaria,Norway,74.0,82.0,fora
Georgia,Latvia,71.0,69.0,casa
Germany,Peru,90.0,73.0,casa
Portugal,Italy,84.0,88.0,fora
Sweden,Turkey,75.0,78.0,fora
Scotland,Albania,74.0,80.0,fora
Montenegro,Lithuania,69.0,63.0,casa
Serbia,Romania,79.0,78.0,casa
Russia,Czech Republic,80.0,82.0,fora
Saudi Arabia,Bolivia,70.0,69.0,casa
Iceland,Belgium,69.0,90.0,fora
Spain,Croatia,91.0,83.0,casa
Bosnia and Herzegovina,Austria,79.0,75.0,casa
Hungary,Greece,79.0,79.0,empate
Finland,Estonia,84.0,62.0,casa
Moldova,Belarus,65.0,67.0,fora
Colombia,Argentina,78.0,81.0,fora
Ecuador,Guatemala,74.0,69.0,casa
England,Switzerland,83.0,82.0,casa
Japan,Costa Rica,72.0,87.0,fora
Korea Republic,Chile,74.0,79.0,fora
Northern Ireland,Israel,70.0,65.0,casa
Poland,Republic of Ireland,84.0,75.0,casa
USA,Mexico,75.0,77.0,fora
Italy,Ukraine,88.0,78.0,casa
Poland,Portugal,84.0,84.0,empate
Russia,Sweden,80.0,75.0,casa
Israel,Scotland,65.0,74.0,fora
Montenegro,Serbia,69.0,79.0,fora
Lithuania,Romania,63.0,78.0,fora
France,Iceland,88.0,69.0,casa
Mexico,Costa Rica,77.0,87.0,fora
Turkey,Bosnia and Herzegovina,78.0,79.0,fora
USA,Colombia,75.0,78.0,fora
Wales,Spain,75.0,91.0,fora
Belgium,Switzerland,90.0,82.0,casa
Croatia,England,83.0,83.0,empate
Austria,Northern Ireland,75.0,70.0,casa
Estonia,Finland,62.0,84.0,fora
Greece,Hungary,79.0,79.0,empate
Korea Republic,Uruguay,74.0,81.0,fora
Peru,Chile,73.0,79.0,fora
Saudi Arabia,Brazil,70.0,86.0,fora
Netherlands,Germany,81.0,90.0,fora
Slovakia,Czech Republic,77.0,82.0,fora
Republic of Ireland,Denmark,75.0,84.0,fora
Norway,Slovenia,82.0,90.0,fora
China PR,India,72.0,63.0,casa
Oman,Philippines,72.0,72.0,empate
Poland,Italy,84.0,88.0,fora
Russia,Turkey,80.0,78.0,casa
Israel,Albania,65.0,80.0,fora
Romania,Serbia,78.0,79.0,fora
Lithuania,Montenegro,63.0,69.0,fora
Scotland,Portugal,74.0,84.0,fora
Iceland,Switzerland,69.0,82.0,fora
Spain,England,91.0,83.0,casa
Bosnia and Herzegovina,Northern Ireland,79.0,70.0,casa
Estonia,Hungary,62.0,79.0,fora
Finland,Greece,84.0,79.0,casa
Belarus,Moldova,67.0,65.0,casa
France,Germany,88.0,90.0,fora
Ukraine,Czech Republic,78.0,82.0,fora
Republic of Ireland,Wales,75.0,75.0,empate
Norway,Bulgaria,82.0,74.0,casa
Latvia,Georgia,69.0,71.0,fora
Belgium,Netherlands,90.0,81.0,casa
Colombia,Costa Rica,78.0,87.0,fora
Denmark,Austria,84.0,75.0,casa
IR Iran,Bolivia,72.0,69.0,casa
Japan,Uruguay,72.0,81.0,fora
Mexico,Chile,77.0,79.0,fora
Oman,Ecuador,72.0,74.0,fora
Sweden,Slovakia,75.0,77.0,fora
USA,Peru,75.0,73.0,casa
Benin,Algeria,67.0,67.0,empate
Argentina,Brazil,81.0,86.0,fora
Belgium,Iceland,90.0,69.0,casa
Croatia,Spain,83.0,91.0,fora
Austria,Bosnia and Herzegovina,75.0,79.0,fora
Hungary,Estonia,79.0,62.0,casa
Greece,Finland,79.0,84.0,fora
England,USA,83.0,75.0,casa
Germany,Russia,90.0,80.0,casa
IR Iran,Trinidad and Tobago,72.0,58.0,casa
Israel,Guatemala,65.0,69.0,fora
Peru,Ecuador,73.0,74.0,fora
Poland,Czech Republic,84.0,82.0,casa
Republic of Ireland,Northern Ireland,75.0,70.0,casa
Netherlands,France,81.0,88.0,fora
Slovakia,Ukraine,77.0,78.0,fora
Wales,Denmark,75.0,84.0,fora
Slovenia,Norway,90.0,82.0,casa
Argentina,Mexico,81.0,77.0,casa
Brazil,Uruguay,86.0,81.0,casa
Chile,Costa Rica,79.0,87.0,fora
Japan,Venezuela,72.0,73.0,fora
Morocco,Cameroon,77.0,78.0,fora
Egypt,Tunisia,73.0,71.0,casa
Italy,Portugal,88.0,84.0,casa
Turkey,Sweden,78.0,75.0,casa
Albania,Scotland,80.0,74.0,casa
Serbia,Montenegro,79.0,69.0,casa
Romania,Lithuania,78.0,63.0,casa
Australia,Korea Republic,78.0,74.0,casa
Equatorial Guinea,Senegal,68.0,75.0,fora
Gambia,Benin,61.0,67.0,fora
Switzerland,Belgium,82.0,90.0,fora
England,Croatia,83.0,83.0,empate
Northern Ireland,Austria,70.0,75.0,fora
Greece,Estonia,79.0,62.0,casa
Hungary,Finland,79.0,84.0,fora
Spain,Bosnia and Herzegovina,91.0,79.0,casa
Congo,Congo DR,65.0,67.0,fora
Germany,Netherlands,90.0,81.0,casa
Czech Republic,Slovakia,82.0,77.0,casa
Denmark,Republic of Ireland,84.0,75.0,casa
Bulgaria,Slovenia,74.0,90.0,fora
Portugal,Poland,84.0,84.0,empate
Sweden,Russia,75.0,80.0,fora
Scotland,Israel,74.0,65.0,casa
Montenegro,Romania,69.0,78.0,fora
Serbia,Lithuania,79.0,63.0,casa
Albania,Wales,80.0,75.0,casa
Argentina,Mexico,81.0,77.0,casa
Brazil,Cameroon,86.0,78.0,casa
Chile,Honduras,79.0,61.0,casa
France,Uruguay,88.0,81.0,casa
IR Iran,Venezuela,72.0,73.0,fora
Italy,USA,88.0,75.0,casa
Peru,Costa Rica,73.0,87.0,fora
South Africa,Paraguay,78.0,77.0,casa
Tunisia,Morocco,71.0,77.0,fora
Turkey,Ukraine,78.0,78.0,empate
India,Oman,63.0,72.0,fora
Australia,Oman,78.0,72.0,casa
Korea Republic,Saudi Arabia,74.0,70.0,casa
Korea Republic,Philippines,74.0,72.0,casa
Finland,Sweden,84.0,75.0,casa
Estonia,Finland,62.0,84.0,fora
Iceland,Sweden,69.0,75.0,fora
Philippines,China PR,72.0,72.0,empate
Oman,Japan,72.0,72.0,empate
Estonia,Iceland,62.0,69.0,fora
Korea Republic,China PR,74.0,72.0,casa
IR Iran,Oman,72.0,72.0,empate
Japan,Saudi Arabia,72.0,70.0,casa
China PR,IR Iran,72.0,72.0,empate
IR Iran,Japan,72.0,72.0,empate
USA,Costa Rica,75.0,87.0,fora
Germany,Serbia,90.0,79.0,casa
Wales,Trinidad and Tobago,75.0,58.0,casa
Kosovo,Denmark,72.0,84.0,fora
USA,Ecuador,75.0,74.0,casa
Northern Ireland,Estonia,70.0,62.0,casa
Netherlands,Belarus,81.0,67.0,casa
Slovakia,Hungary,77.0,79.0,fora
Austria,Poland,75.0,84.0,fora
North Macedonia,Latvia,71.0,69.0,casa
Israel,Slovenia,65.0,90.0,fora
Belgium,Russia,90.0,80.0,casa
Argentina,Venezuela,81.0,73.0,casa
Guatemala,Costa Rica,69.0,87.0,fora
Japan,Colombia,72.0,78.0,fora
Korea Republic,Bolivia,74.0,69.0,casa
Mexico,Chile,77.0,79.0,fora
Peru,Paraguay,73.0,77.0,fora
Bulgaria,Montenegro,74.0,69.0,casa
England,Czech Republic,83.0,82.0,casa
Portugal,Ukraine,84.0,78.0,casa
Albania,Turkey,80.0,78.0,casa
Moldova,France,65.0,88.0,fora
Georgia,Switzerland,71.0,82.0,fora
Sweden,Romania,75.0,78.0,fora
Spain,Norway,91.0,82.0,casa
Italy,Finland,88.0,84.0,casa
Northern Ireland,Belarus,70.0,67.0,casa
Netherlands,Germany,81.0,90.0,fora
Wales,Slovakia,75.0,77.0,fora
Hungary,Croatia,79.0,83.0,fora
Israel,Austria,65.0,75.0,fora
Poland,Latvia,84.0,69.0,casa
Slovenia,North Macedonia,90.0,71.0,casa
Saudi Arabia,Equatorial Guinea,70.0,68.0,casa
Kosovo,Bulgaria,72.0,74.0,fora
Montenegro,England,69.0,83.0,fora
Portugal,Serbia,84.0,79.0,casa
Turkey,Moldova,78.0,65.0,casa
France,Iceland,88.0,69.0,casa
Algeria,Tunisia,67.0,71.0,fora
Costa Rica,Jamaica,87.0,75.0,casa
Czech Republic,Brazil,82.0,86.0,fora
Honduras,Ecuador,61.0,74.0,fora
Japan,Bolivia,72.0,69.0,casa
Korea Republic,Colombia,74.0,78.0,fora
Morocco,Argentina,77.0,81.0,fora
Nigeria,Egypt,76.0,73.0,casa
Paraguay,Mexico,77.0,77.0,empate
Senegal,Mali,75.0,69.0,casa
USA,Chile,75.0,79.0,fora
Republic of Ireland,Georgia,75.0,71.0,casa
Switzerland,Denmark,82.0,84.0,fora
Norway,Sweden,82.0,75.0,casa
Bosnia and Herzegovina,Greece,79.0,79.0,empate
Turkey,Greece,78.0,79.0,fora
Venezuela,Ecuador,73.0,74.0,fora
France,Bolivia,88.0,69.0,casa
Japan,Trinidad and Tobago,72.0,58.0,casa
Mexico,Venezuela,77.0,73.0,casa
Paraguay,Honduras,77.0,61.0,casa
Peru,Costa Rica,73.0,87.0,fora
USA,Jamaica,75.0,75.0,empate
Portugal,Switzerland,84.0,82.0,casa
England,Netherlands,83.0,81.0,casa
Czech Republic,Bulgaria,82.0,74.0,casa
Montenegro,Kosovo,69.0,72.0,fora
Ukraine,Serbia,78.0,79.0,fora
Denmark,Republic of Ireland,84.0,75.0,casa
Norway,Romania,82.0,78.0,casa
Austria,Slovenia,75.0,90.0,fora
North Macedonia,Poland,71.0,84.0,fora
Latvia,Israel,69.0,65.0,casa
China PR,Philippines,72.0,72.0,empate
Korea Republic,Australia,74.0,78.0,fora
Estonia,Northern Ireland,62.0,70.0,fora
Belarus,Germany,67.0,90.0,fora
Croatia,Wales,83.0,75.0,casa
Iceland,Albania,69.0,80.0,fora
Turkey,France,78.0,88.0,fora
Finland,Bosnia and Herzegovina,84.0,79.0,casa
Greece,Italy,79.0,88.0,fora
Brazil,Honduras,86.0,61.0,casa
Congo DR,Burkina Faso,67.0,66.0,casa
Mexico,Ecuador,77.0,74.0,casa
Paraguay,Guatemala,77.0,69.0,casa
Peru,Colombia,73.0,78.0,fora
USA,Venezuela,75.0,73.0,casa
Switzerland,England,82.0,83.0,fora
Portugal,Netherlands,84.0,81.0,casa
Czech Republic,Montenegro,82.0,69.0,casa
Bulgaria,Kosovo,74.0,72.0,casa
Serbia,Lithuania,79.0,63.0,casa
Denmark,Georgia,84.0,71.0,casa
Spain,Sweden,91.0,75.0,casa
North Macedonia,Austria,71.0,75.0,fora
Poland,Israel,84.0,65.0,casa
Latvia,Slovenia,69.0,90.0,fora
Germany,Estonia,90.0,62.0,casa
Belarus,Northern Ireland,67.0,70.0,fora
Hungary,Wales,79.0,75.0,casa
Iceland,Turkey,69.0,78.0,fora
Albania,Moldova,80.0,65.0,casa
Belgium,Scotland,90.0,74.0,casa
Italy,Bosnia and Herzegovina,88.0,79.0,casa
Croatia,Tunisia,83.0,71.0,casa
Korea Republic,IR Iran,74.0,72.0,casa
Morocco,Gambia,77.0,61.0,casa
Cameroon,Mali,78.0,69.0,casa
Brazil,Bolivia,86.0,69.0,casa
Venezuela,Peru,73.0,73.0,empate
Argentina,Colombia,81.0,78.0,casa
Mexico,Cuba,77.0,60.0,casa
Ghana,South Africa,69.0,78.0,fora
Uruguay,Ecuador,81.0,74.0,casa
Algeria,Mali,67.0,69.0,fora
Senegal,Nigeria,75.0,76.0,fora
Japan,Chile,72.0,79.0,fora
Jamaica,Honduras,75.0,61.0,casa
Bolivia,Peru,69.0,73.0,fora
Brazil,Venezuela,86.0,73.0,casa
Argentina,Paraguay,81.0,77.0,casa
Mexico,Canada,77.0,71.0,casa
Uruguay,Japan,81.0,72.0,casa
Ecuador,Chile,74.0,79.0,fora
Honduras,Curaçao,61.0,74.0,fora
Bolivia,Venezuela,69.0,73.0,fora
USA,Trinidad and Tobago,75.0,58.0,casa
Brazil,Peru,86.0,73.0,casa
Morocco,Namibia,77.0,65.0,casa
Colombia,Paraguay,78.0,77.0,casa
Canada,Cuba,71.0,60.0,casa
Côte d'Ivoire,South Africa,69.0,78.0,fora
Chile,Uruguay,79.0,81.0,fora
Ecuador,Japan,74.0,72.0,casa
Ghana,Benin,69.0,67.0,casa
Jamaica,Curaçao,75.0,74.0,casa
Egypt,Congo DR,73.0,67.0,casa
Senegal,Algeria,75.0,67.0,casa
Brazil,Paraguay,86.0,77.0,casa
Morocco,Côte d'Ivoire,77.0,69.0,casa
South Africa,Namibia,78.0,65.0,casa
Tunisia,Mali,71.0,69.0,casa
Colombia,Chile,78.0,79.0,fora
Venezuela,Argentina,73.0,81.0,fora
Cameroon,Ghana,78.0,69.0,casa
Uruguay,Peru,81.0,73.0,casa
Mexico,Costa Rica,77.0,87.0,fora
USA,Curaçao,75.0,74.0,casa
Namibia,Côte d'Ivoire,65.0,69.0,fora
South Africa,Morocco,78.0,77.0,casa
Benin,Cameroon,67.0,78.0,fora
Brazil,Argentina,86.0,81.0,casa
Chile,Peru,79.0,73.0,casa
USA,Jamaica,75.0,75.0,empate
Morocco,Benin,77.0,67.0,casa
Egypt,South Africa,73.0,78.0,fora
Nigeria,Cameroon,76.0,78.0,fora
Argentina,Chile,81.0,79.0,casa
Brazil,Peru,86.0,73.0,casa
USA,Mexico,75.0,77.0,fora
Ghana,Tunisia,69.0,71.0,fora
Mali,Côte d'Ivoire,69.0,69.0,empate
Nigeria,South Africa,76.0,78.0,fora
Senegal,Benin,75.0,67.0,casa
Côte d'Ivoire,Algeria,69.0,67.0,casa
Algeria,Nigeria,67.0,76.0,fora
Senegal,Tunisia,75.0,71.0,casa
Tunisia,Nigeria,71.0,76.0,fora
Senegal,Algeria,75.0,67.0,casa
Argentina,Chile,81.0,78.0,casa
Korea Republic,Georgia,74.0,71.0,casa
Montenegro,Hungary,64.0,85.0,fora
Peru,Ecuador,72.0,74.0,fora
Saudi Arabia,Mali,72.0,71.0,casa
Republic of Ireland,Switzerland,75.0,85.0,fora
Romania,Spain,79.0,89.0,fora
Israel,North Macedonia,70.0,72.0,fora
Finland,Greece,83.0,80.0,casa
Japan,Paraguay,73.0,72.0,casa
Brazil,Colombia,89.0,80.0,casa
Costa Rica,Uruguay,87.0,81.0,casa
Côte d'Ivoire,Benin,69.0,69.0,empate
Morocco,Burkina Faso,77.0,69.0,casa
USA,Mexico,76.0,78.0,fora
Germany,Netherlands,90.0,83.0,casa
Slovakia,Croatia,80.0,80.0,empate
Austria,Latvia,75.0,70.0,casa
Slovenia,Poland,91.0,86.0,casa
Scotland,Russia,75.0,80.0,fora
Kosovo,Czech Republic,67.0,84.0,fora
England,Bulgaria,83.0,68.0,casa
Lithuania,Ukraine,73.0,77.0,fora
Serbia,Portugal,80.0,85.0,fora
Iceland,Moldova,70.0,70.0,empate
France,Albania,88.0,82.0,casa
Canada,Cuba,74.0,63.0,casa
Georgia,Denmark,71.0,83.0,fora
Sweden,Norway,78.0,83.0,fora
Finland,Italy,83.0,85.0,fora
Algeria,Benin,73.0,69.0,casa
Northern Ireland,Germany,69.0,90.0,fora
Estonia,Netherlands,61.0,83.0,fora
Hungary,Slovakia,85.0,80.0,casa
Poland,Austria,86.0,75.0,casa
Slovenia,Israel,91.0,70.0,casa
Latvia,North Macedonia,70.0,72.0,fora
Scotland,Belgium,75.0,88.0,fora
Argentina,Mexico,81.0,78.0,casa
Brazil,Peru,89.0,72.0,casa
Colombia,Venezuela,80.0,73.0,casa
Ecuador,Bolivia,74.0,69.0,casa
Côte d'Ivoire,Tunisia,69.0,72.0,fora
Jordan,Paraguay,68.0,72.0,fora
Republic of Ireland,Bulgaria,75.0,68.0,casa
Ukraine,Nigeria,77.0,65.0,casa
USA,Uruguay,76.0,81.0,fora
England,Kosovo,83.0,67.0,casa
Montenegro,Czech Republic,64.0,84.0,fora
Lithuania,Portugal,73.0,85.0,fora
Albania,Iceland,82.0,70.0,casa
Moldova,Turkey,70.0,76.0,fora
Cuba,Canada,63.0,74.0,fora
Algeria,Morocco,73.0,77.0,fora
Senegal,Guinea,77.0,66.0,casa
Equatorial Guinea,Congo,69.0,73.0,fora
Ghana,Burkina Faso,68.0,69.0,fora
Mexico,Trinidad and Tobago,78.0,52.0,casa
Germany,Argentina,90.0,81.0,casa
Netherlands,Northern Ireland,83.0,69.0,casa
Croatia,Hungary,80.0,85.0,fora
Slovakia,Wales,80.0,75.0,casa
Austria,Israel,75.0,70.0,casa
North Macedonia,Slovenia,72.0,91.0,fora
Latvia,Poland,70.0,86.0,fora
Russia,Scotland,80.0,75.0,casa
Algeria,Congo DR,73.0,66.0,casa
Brazil,Senegal,89.0,77.0,casa
Serbia,Paraguay,80.0,72.0,casa
Venezuela,Bolivia,73.0,69.0,casa
Czech Republic,England,84.0,83.0,casa
Montenegro,Bulgaria,64.0,68.0,fora
Ukraine,Lithuania,77.0,73.0,casa
Iceland,France,70.0,88.0,fora
Turkey,Albania,76.0,82.0,fora
Uruguay,Peru,81.0,72.0,casa
USA,Cuba,76.0,63.0,casa
Georgia,Republic of Ireland,71.0,75.0,fora
Denmark,Switzerland,83.0,85.0,fora
Norway,Spain,83.0,89.0,fora
Bosnia and Herzegovina,Finland,75.0,83.0,fora
Italy,Greece,85.0,80.0,casa
Colombia,Chile,80.0,78.0,casa
Côte d'Ivoire,Congo DR,69.0,66.0,casa
Tunisia,Cameroon,72.0,82.0,fora
Estonia,Germany,61.0,90.0,fora
Wales,Croatia,75.0,80.0,fora
Poland,North Macedonia,86.0,72.0,casa
Slovenia,Austria,91.0,75.0,casa
Brazil,Nigeria,89.0,65.0,casa
Ecuador,Argentina,74.0,81.0,fora
Slovakia,Paraguay,80.0,72.0,casa
South Africa,Mali,78.0,71.0,casa
Costa Rica,Curaçao,87.0,74.0,casa
Kosovo,Montenegro,67.0,64.0,casa
Bulgaria,England,68.0,83.0,fora
Lithuania,Serbia,73.0,80.0,fora
Ukraine,Portugal,77.0,85.0,fora
France,Turkey,88.0,76.0,casa
Moldova,Albania,70.0,82.0,fora
Czech Republic,Northern Ireland,84.0,69.0,casa
Venezuela,Trinidad and Tobago,73.0,52.0,casa
Switzerland,Republic of Ireland,85.0,75.0,casa
Sweden,Spain,78.0,89.0,fora
Romania,Norway,79.0,83.0,fora
Israel,Latvia,70.0,70.0,empate
Greece,Bosnia and Herzegovina,80.0,75.0,casa
Algeria,Colombia,73.0,80.0,fora
Chile,Guinea,78.0,66.0,casa
Peru,Uruguay,72.0,81.0,fora
